id,title,releaseDate,rating,genres,description,platforms,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,platform_metascores,developer,publisher
1300577900,Cyberpunk 2077: Phantom Liberty,2023-09-26,,Action RPG,"Phantom Liberty is a spy-thriller adventure for Cyberpunk 2077. When the orbital shuttle of the President of the New United States of America is shot down over the deadliest district of Night City, there’s only one person who can save her — you. Become V, a cyberpunk for hire, and dive deep into a tangled web of espionage and political intrigue, unraveling a story that connects the highest echelons of power with the brutal world of black-market mercenaries. Infiltrate Dogtown, a city-within-a-city run by a trigger-happy militia and ruled by a leader with an iron fist. With the help of NUSA sleeper agent Solomon Reed (Idris Elba) and the support of Johnny Silverhand (Keanu Reeves), unravel a web of shattered loyalties and use your every skill to survive in a fractured world of desperate hustlers, shadowy netrunners, and ruthless mercenaries. Built with the power of next-gen hardware in mind, Phantom Liberty offers brand-new gameplay mechanics, nail-biting courier jobs, gigs, and missions — and a thrilling main quest where freedom and loyalty always come at a price.","PlayStation 5,Xbox Series X,PC",89.0,54.0,Generally favorable,81.0,2877,Generally favorable,"87,89,89",CD Projekt Red Studio,CD Projekt Red Studio
1300540299,Dead Space,2023-01-27,M,Survival,"Developed exclusively for next generation consoles and PC, raising the level of horror and immersion to unprecedented heights for the franchise through stunning visuals, audio and controls powered by the Frostbite game engine. Fans will experience an improved story, characters, gameplay mechanics and more as they fight to survive a living nightmare aboard the desolate mining starship, the USG Ishimura, all while uncovering the dreadful mystery of what happened to the slaughtered crew and ship. 

In Dead Space, Isaac Clarke is an everyman engineer on a mission to repair a vast, sprawling starship, the USG Ishimura, only to discover something has gone horribly wrong. The ship's crew has been slaughtered and infected by some alien scourge...and Isaac's beloved partner, Nicole, is lost somewhere on board. Now Isaac is alone with only his tools and engineering skills as he attempts to uncover the nightmarish mystery of what happened aboard the Ishimura. Trapped with hostile creatures called ""necromorphs"", Isaac faces a battle for survival, not only against the escalating terrors of the ship, but his own crumbling sanity.","PlayStation 5,Xbox Series X,PC",89.0,89.0,Generally favorable,84.0,1976,Generally favorable,"89,90,87",Motive Studios,Electronic Arts
1300572928,Atari 50: The Anniversary Celebration,2022-11-11,T,Compilation,"It has been five decades since a small team in Silicon Valley first combined their creativity, curiosity and passion into making video games and hardware. The result of their efforts was Atari, one of the most recognizable and enduring entertainment and pop culture brands in the world.

Atari 50: The Anniversary Celebration takes players on an interactive journey through 50 years of video games via interviews with designers, developers and industry leaders, documentary footage, product design documents, high-resolution original artwork, and a specially-curated list of more than 90 playable games.","PlayStation 5,Xbox Series X,PC,Nintendo Switch",89.0,18.0,Generally favorable,81.0,33,Generally favorable,"86,87,82,89",Digital Eclipse,"Atari,Atari SA"
1300532575,Final Fantasy VII Remake Intergrade,2021-06-10,T,Action RPG,"FINAL FANTASY VII REMAKE expands upon and reimagines the spectacular world of the original PlayStation game. It covers up through the escape from Midgar and is the first game in the FINAL FANTASY VII REMAKE project. INTERGRADE is a bundle that includes both REMAKE and the new episode featuring Yuffie. In her episode, play as the spirited ninja after she arrives in Midgar. There, she and another Wutaian operative are to rendezvous with Avalanche HQ, infiltrate the Shinra Building, and steal the conglomerate's most powerful materia. FINAL FANTASY VII REMAKE INTERGRADE takes advantage of the latest generation hardware and includes a wealth of graphical, gameplay and system enhancements for the PS5: 

    Immerse yourself in the city of Midgar like never before, with improved textures, lighting, and background environments. Players can switch between two game modes:
        ""Graphics Mode"" prioritizes 4K high-resolution graphics
        ""Performance Mode"" prioritizes smooth action at 60 frames per second
    Capture and share your memorable moments from the game with a fully customizable “Photo Mode”
    Enjoy immersive battles by using the DualSense wireless controller, with its haptic feedback integration, and enjoy dynamic bike racing with its adaptive triggers.
    New difficulty settings for ‘Classic Mode’ provide new ways to play
    Jump into the action faster with optimized loading times
","PlayStation 5,PC",89.0,56.0,Generally favorable,84.0,1950,Generally favorable,"89,86",Square Enix,Square Enix
1300572882,NieR: Automata - The End of YoRHa Edition,2022-10-06,M,Action RPG,"NieR:Automata The End of YoRHa Edition is the Nintendo Switch™ version of NieR:Automata, an award-winning post-apocalyptic action RPG that has achieved deep-rooted popularity around the world. The distant future… Invaders from another world attack without warning, unleashing a new type of threat: weapons known as “machine lifeforms.” In the face of this insurmountable threat, mankind is driven from Earth and takes refuge on the Moon. As 2B, a member of the newly organized android military force YoRHa, players will immerse themselves in a ferocious battle to take back the planet.

Experience a captivating story that goes beyond simple entertainment, inspiring a wide array of emotions as it unfolds through genre blending action in a beautifully desolate open world.

This product includes the content of the ""3C3C1D119440927"" DLC.*
Three types of colosseums are included, and three types of costumes based on characters from the related title, NieR Replicant, can be obtained as rewards.

*To enjoy this content you will need to have progressed a certain way into the main story of the game. There are also some scenes during the progression of the main game scenario in which this content cannot be accessed.",Nintendo Switch,89.0,34.0,Generally favorable,87.0,381,Generally favorable,89,PlatinumGames,Square Enix
1300604409,Quake II - Enhanced Edition,2023-08-10,M,FPS,"As humanity’s last hope, it’s up to you to stop the wicked Strogg’s warpath before it twists mankind into mechanical horrors. The odds are stacked against you on a hostile alien planet teeming with enemy forces, but so long as you have ammo and a pulse, it’s not over! Battle hordes of cybernetic creatures in blistering FPS combat, strafing through Quake II’s campaign with an iconic arsenal of bullets, rockets and shells. Enjoy Quake II’s legendary gameplay, preserved and complete with the original soundtrack by Sonic Mayhem, now enhanced with widescreen support, restored content previously left on the cutting room floor, visual and performance upgrades to make every muzzle flash and gib-plosion pop on-screen and even new levels. The enhanced release of Quake II comes with both expansions for the original game, Mission Pack: The Reckoning and Mission Pack: Ground Zero, adding over 30 additional single player levels and over 20 Deathmatch maps. Quake II now includes Call of the Machine, an all-new expansion created by Wolfenstein: The New Colossus developer, MachineGames. Consisting of 28 campaign levels plus a brand-new Deathmatch map, fight across time and space to find the Strogg-Maker, destroy it and change fate itself. [Bethesda]","Xbox Series X,PlayStation 5,PC",89.0,14.0,Generally favorable,82.0,196,Generally favorable,"90,84,89",id Software,"ZeniMax Media,Bethesda Softworks"
1300606569,Destiny 2: The Final Shape,2024-06-04,,FPS,"In Destiny 2: The Final Shape, Guardians confront oblivion in the form of their ultimate adversary –The Witness – alongside their iconic Vanguard companions: Ikora Rey, Commander Zavala, and the mysteriously returned Cayde-6. Players embark on a perilous journey of remembrance and discovery into the heart of the Traveler, rally the Vanguard, and end the War of Light and Darkness. The story of this final confrontation is told throughout the course of The Final Shape’s campaign, as well as in the new raid that launches in March 2024.","PC,Xbox Series X,PlayStation 5",89.0,27.0,Generally favorable,75.0,370,Generally favorable,"89,89,90",Bungie,Bungie
1300611700,Horizon Forbidden West: Complete Edition,2024-03-21,,Open-World Action,"This Complete Edition allows you to enjoy the critically acclaimed Horizon Forbidden West in its entirety with bonus content, including the Burning Shores story expansion that picks up after the main game. ",PC,89.0,36.0,Generally favorable,73.0,630,Mixed or average,89,Nixxes Software,"PlayStation PC,Sony Interactive Entertainment"
1300597498,Like a Dragon: Infinite Wealth,2024-01-26,M,JRPG,"EPIC EMOTIONAL DRAMA
Two larger-than-life heroes brought together by the hand of fate, or perhaps something more sinister…
Ichiban Kasuga, an unstoppable underdog who’s no stranger to crawling up from rock bottom, and Kazuma Kiryu, a broken man facing down his last days.
BEST-IN-CLASS RPG ACTION
Experience one-of-a-kind combat with dynamic, fast-paced RPG battles where the battlefield becomes your weapon, and anything goes.
Adapt your party’s skills to the situation with outlandish jobs and customizations to strategically subdue enemies with over-the-top moves.
INFINITE ADVENTURE
Live it up in Japan and explore all that Hawaii has to offer in an adventure so big it spans the Pacific.
Unforgettable moments await at every step of the journey with a unique mix of quests and activities to enjoy at your leisure.","Xbox Series X,PC,PlayStation 5",89.0,96.0,Generally favorable,85.0,747,Generally favorable,"92,89,89",Ryu ga Gotoku Studios,Sega
1300486964,Cuphead in the Delicious Last Course,2022-06-30,,2D Platformer,"Another helping of classic Cuphead action awaits you in Cuphead - The Delicious Last Course! Brothers Cuphead and Mugman are joined by the clever, adventurous Ms. Chalice for a rollicking adventure on a previously undiscovered Inkwell Isle! With the aid of new weapons, magical charms, and Ms. Chalice’s unique abilities, players will take on a new cast of fearsome, larger than life bosses to assist the jolly Chef Saltbaker in Cuphead’s final challenging quest! ","Xbox One,PC,PlayStation 4,Nintendo Switch",89.0,38.0,Generally favorable,86.0,292,Generally favorable,"92,89,86,88",Studio MDHR,Studio MDHR
1300511558,NORCO,2022-03-24,,Point-and-Click,"NORCO is a Southern Gothic point & click narrative adventure that immerses the player in the sinking suburbs and verdant industrial swamps of a distorted South Louisiana. Your brother Blake has gone missing in the aftermath of your mother's death. In the hopes of finding him, you must follow a fugitive security android through the refineries, strip malls, and drainage ditches of suburban New Orleans.",PC,89.0,22.0,Generally favorable,74.0,90,Mixed or average,89,Geography of Robots,Raw Fury
1300487781,Synth Riders,2021-07-27,T,Exercise,"Get your groove on with Synth Riders. Notes fly and beats pulse in this cyberpunk VR rhythm game. Synthwave music has taken over the world and it's up to you...to jam.
","PC,PlayStation 4",89.0,8.0,Generally favorable,65.0,22,Mixed or average,"83,89",Kluge Interactive,"Kluge Interactive,Koch Media"
1300440573,Dreams,2020-02-14,T,Sandbox,"Dreams is the space you go to where you go to play and experience the dreams of Media Molecule and its community. It’s also a space in which to create your own dreams, whether they’re games, art, films, music or anything in-between and beyond. [Media Molecule]",PlayStation 4,89.0,80.0,Generally favorable,86.0,1470,Generally favorable,89,Media Molecule,Sony Interactive Entertainment
1300516823,Tony Hawk's Pro Skater 1 + 2,2020-09-04,T,Skating,"Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more.
Skate in super crisp 120 FPS at 1080P or 60 FPS in native 4K. Watch the levels come to life using sharper dynamic shadows, reflections, and lens flare, plus enhanced skater textures. The PS5 enhancements don’t stop at audio and visual upgrades, either. Major features include:

    120 FPS @1080p
    Native 4k @60FPS
    SSD & Immediacy
    Haptic feedback via the DualSense wireless controller
    Spatialized Audio
    High Fidelity Atmospherics
    Activities and Game Help
    Cross-Gen Progression","Xbox One,PC,PlayStation 4,Nintendo Switch,PlayStation 5,Xbox Series X",89.0,74.0,Generally favorable,86.0,752,Generally favorable,"88,88,89,85,90,89",Vicarious Visions,Activision
1300553298,Alan Wake II,2023-10-27,M,Survival,"Shed some light on what has long been obscured by darkness. After 11 long years, the writer's return is a reality and the dangers lurking in the dark are even more sinister than the Taken roaming Bright Falls.  Alan Wake 2 turns up the level of dread as our very first dive into the survival horror genre, so expect a chilling experience with familiar psychological horror elements.  Be careful out there. Monsters wear many faces.","PlayStation 5,PC,Xbox Series X",89.0,71.0,Generally favorable,85.0,3265,Generally favorable,"89,89,90",Remedy Entertainment,"Epic Games,Limited Run Games"
1300649005,Castlevania Dominus Collection,2024-08-27,T,Compilation,"In addition to the three action adventure games from the Castlevania series, Haunted Castle Revisited, an redesigned version of the very first Castlevania arcade game, makes its debut! And you can also play it in its original format!
Experience the world of Castlevania like never before, with never-before-seen art and handy new features such as rewind, quick saves and much more!

- Titles
Castlevania: Dawn of Sorrow
The adventures of Soma continue! Discover a completely new way to create countless weapons by combining souls, in stunning 2D graphics.
One year after the events of Castlevania: Aria of Sorrow, a boy named Soma Cruz is once again put at the center of a plot to resurrect Dracula led by a mysterious cult.. Will he finally be able to face his own destiny and put an end to all this?","Nintendo Switch,PlayStation 5,PC",89.0,13.0,Generally favorable,72.0,43,Mixed or average,"92,89,90",M2,"Konami,Limited Run Games"
1300528622,Disco Elysium: The Final Cut,2021-03-30,M,Western RPG,"Disco Elysium - The Final Cut is the definitive edition of the smash-hit RPG. Pursue your political dreams in new quests, meet and question more of the city's locals, and explore a whole extra area. Full voice-acting, controller support, and expanded language options also included. Get even more out of this award-winning open world. You're a detective with a unique skill system at your disposal and a whole city block to carve your path across. Interrogate unforgettable characters, crack murders, or take bribes. Become a hero or an absolute disaster of a human being.","PC,PlayStation 4,PlayStation 5,Xbox Series X,Nintendo Switch",89.0,30.0,Generally favorable,83.0,1251,Generally favorable,"97,86,89,92,86",ZA/UM,"ZA/UM,iam8bit,Spike Chunsoft"
1300523818,Devil May Cry 5: Special Edition,2020-11-12,M,Action Adventure,"Devil May Cry is back. The legendary stylish action game is better than ever in the ultimate version of this multi-award winning hit.

New features:

- New playable character - Dante's brother and arch-rival, Vergil
- Legendary Dark Knight mode - an extremely challenging horde mode featuring huge numbers of enemies
- Turbo mode - make the game even more intense by playing at 1.2x speed
- Ray-tracing support - this next-generation graphics technology brings the already near-photorealistic world of DMC5 to a new level of unparalleled visual splendour
- High Frame-Rate mode - experience super-smooth action

These new features and modes utilise the power of PlayStation®5 to bring you the craziest, sexiest, most stylish Devil May Cry experience ever.","PlayStation 5,Xbox Series X",89.0,34.0,Generally favorable,84.0,791,Generally favorable,"89,84",Capcom,Capcom
1300572186,The Last of Us Part I,2022-09-02,M,Linear Action Adventure,"In a ravaged civilization, where infected and hardened survivors run rampant, Joel, a weary protagonist, is hired to smuggle 14-year-old Ellie out of a military quarantine zone. However, what starts as a small job soon transforms into a brutal cross-country journey. Includes the complete The Last of Us single-player story and celebrated prequel chapter, Left Behind, which explores the events that changed the lives of Ellie and her best friend Riley forever.","PlayStation 5,PC",89.0,115.0,Generally favorable,76.0,4234,Generally favorable,"89,59",Naughty Dog,"Sony Interactive Entertainment,SCEE"
1300498909,A Short Hike,2020-08-18,E,Adventure,"Hike, climb, and soar through the peaceful mountainside landscapes of Hawk Peak Provincial Park as you make your way to the summit.
","PC,Nintendo Switch,PlayStation 4",88.0,17.0,Generally favorable,85.0,364,Generally favorable,"82,88,83",adamgryu,"Whippoorwill Limited,Super Rare Games"
1300520909,Tetris Effect: Connected,2020-11-10,E,Stacking Puzzle,"Tetris® Effect: Connected adds an all-new robust multiplayer expansion to the huge variety of addictive and innovative single-player modes that Tetris Effect is known for with all-new co-op and competitive online and local multiplayer modes. Tetris Effect is Tetris® like you've never seen it, or heard it, or felt it before—an incredibly addictive, unique, and breathtakingly gorgeous reinvention of one of the most popular puzzle games of all time, from the people who brought you the award-winning Rez Infinite and legendary puzzle game Lumines. Music, backgrounds, sounds, special effects—everything, down to the Tetris pieces themselves, pulse, dance, shimmer, and explode in perfect sync with how you're playing, making any of the game's 30+ stages and 10+ modes something you'll want to experience over and over again. A challenge for the mind and a feast for all the senses, Tetris Effect: Connected is the perfect excuse to play Tetris again... and again...and again, and again, and again and again and again and again and again and again and... Game leverages Smart Delivery allowing access to both the Xbox One title and the Xbox Series X|S title when available.","Xbox One,Xbox Series X,PC,Nintendo Switch,PlayStation 5",88.0,25.0,Generally favorable,76.0,264,Generally favorable,"80,88,93,94,93","Monstars Inc.,Resonair","Enhance Games,Limited Run Games"
1300572385,Cocoon,2023-09-29,,Action Adventure,"From Jeppe Carlsen, the lead gameplay designer of LIMBO and INSIDE - COCOON takes you on an adventure across worlds within worlds. Master world-leaping mechanics to unravel a cosmic mystery.

COCOON is a unique take on the puzzle adventure genre, where each world exists within an orb that you can carry on your back. Wrap your head around the core mechanic of leaping between worlds - and combine, manipulate, and rearrange them to solve intricate puzzles

Interact with alien environments and biomechanical devices left behind by an ancient civilization. Journey through unique and diverse biomes, from industrial structures to massive organic caverns, and discover how they are connected to one another.","Xbox Series X,PC,Nintendo Switch,PlayStation 5",88.0,39.0,Generally favorable,80.0,553,Generally favorable,"89,88,89,90",Geometric Interactive,Annapurna Interactive
1300572883,Lorelei and the Laser Eyes,2024-05-16,T,Adventure,"The stage is set. Imagine an old baroque manor, perhaps a hotel or a museum, somewhere in central Europe. A woman wanders in search of answers. 

An international auteur. What does he want?
An aristocratic artist. Who killed her?
A vagabond illusionist. Who is he?

And you, the wandering woman. Why are you here?

Watch carefully, observe. Numbers. Patterns. Puzzles. Are they all part of a macabre game, a complot, a simple treasure hunt?

We invite you to take a journey into the nightmarish surreality, and answer these questions to solve the enigma of ""Lorelei and The Laser Eyes"".","Nintendo Switch,PC,PlayStation 5",88.0,37.0,Generally favorable,79.0,80,Generally favorable,"88,88,91",Simogo,Annapurna Interactive
1300534644,Streets of Rage 4: Mr. X Nightmare,2021-07-15,,2D Beat-'Em-Up,"The fight continues in Wood Oak City. After the events of Streets of Rage 4, our heroes wanted to prepare themselves for future threats. Axel, Blaze and their mates will start a very special deranged training with the help of Dr. Zan, who built an AI program from the remnants of Mister X’s brain that simulates every kind of danger they could be facing.

With this new DLC, get ready for:

• 3 new playable characters
• A new Survival mode with weekly challenges
• Character customization: build your own fighting style with new moves
• New weapons and enemies! ","Nintendo Switch,PC,PlayStation 4,Xbox One",88.0,11.0,Generally favorable,81.0,41,Generally favorable,"88,88,85,89",Lizardcube,DotEmu
1300518981,It Takes Two,2021-03-26,T,Linear Action Adventure,"From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically acclaimed A Way Out and Brothers: A Tale of Two Sons.

Something out of the ordinary
Bring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable.","PC,PlayStation 4,PlayStation 5,Xbox Series X,Nintendo Switch",88.0,50.0,Generally favorable,89.0,2090,Generally favorable,"89,89,88,89,82",Hazelight,Electronic Arts
1300633390,Kingdom Come: Deliverance II,2025-02-04,M,Action RPG,"Kingdom Come: Deliverance II is a thrilling Action RPG, set amid the chaos of a civil war in 15th Century Bohemia.

You are Henry of Skalitz - an ordinary man doing extraordinary things - caught in a gripping tale of revenge, betrayal and discovery as he embarks on an epic journey, 'from a humble blacksmith's forge to the court of Kings', as he searches for purpose in this beautiful but brutal medieval world.

From bustling city streets to lush forests, discover this open-world Medieval Europe through an unforgettable adventure filled with action, thrill and wonder.","PC,Xbox Series X,PlayStation 5",88.0,68.0,Generally favorable,86.0,2324,Generally favorable,"88,88,87",Warhorse Studios,Deep Silver
1300584024,Dead Cells: Return to Castlevania,2023-03-06,,Metroidvania,"The inspiration behind it all returns to its 2D action roots! Castlevania's unforgettable characters & gothic setting meet the fast-paced combat of the award-winning roguelite Dead Cells in this unprecedented collaboration. A gateway to a striking castle has suddenly appeared, and an imposing warrior called Richter asks you to help him vanquish the great evil within.

Enticed by the promise of new loot rather than a sense of moral duty, you strike out through the grounds and corridors of the gothic castle to find and kill this mysterious Dracula...

Slay hordes of his supernatural minions as you progress through our biggest DLC yet, including two levels, three bosses and a new storyline!","Nintendo Switch,PC",88.0,21.0,Generally favorable,78.0,86,Generally favorable,"92,88",Motion Twin,Motion Twin
1300518493,Ratchet & Clank: Rift Apart,2021-06-11,E10+,3D Platformer,"Ratchet & Clank: Rift Apart is an intergalactic adventure from Insomniac Games that showcases what’s possible for games designed around PS5’s  SSD and DualSense wireless controller. Players seamlessly travel through different dimensions in mid-gameplay. The DualSense wireless controller brings combat to life, with haptic feedback and the adaptive triggers adding powerful sensations that increase immersion in combat.","PlayStation 5,PC",88.0,127.0,Generally favorable,85.0,3520,Generally favorable,"88,86",Insomniac Games,"PlayStation Studios,Sony Interactive Entertainment"
1300514909,Rogue Legacy 2,2022-04-28,,Roguelike,"Rogue Legacy 2 is what you'd get if you mashed Rogue Legacy and a sequel together. Every time you die, your children will succeed you, and each child is unique. Your daughter might be a Colourblind Archer, and your son could be a Pacifistic Chef. Either way, one of them is getting conscripted.","PC,Xbox Series X,Nintendo Switch,PlayStation 5",88.0,34.0,Generally favorable,74.0,211,Mixed or average,"88,90,87,90",Cellar Door Games,Cellar Door Games
1300501834,The Crimson Diamond,2024-08-15,,Text Adventure,"The Crimson Diamond is an EGA text parser mystery adventure game where you play as amateur geologist and reluctant detective Nancy Maple. Nancy is born and raised in Toronto, Canada, where she works as a clerk for the Royal Canadian Museum. She dreams of attending university to study geology and mineralogy, and she's prepared to venture into the unknown to achieve her goals!

Follow Nancy as she travels north to the ghost town of Crimson, Ontario to investigate the discovery of a massive diamond in the area. Eavesdrop on conversations to learn more about the eccentric cast of characters who find themselves gathered at Crimson Lodge. Explore the lodge and its environs to evaluate the diamond claim, and maybe solve a mystery or two along the way! The Crimson Diamond is a cozy mystery that encourages reading and engaging in the story over devious arcade challenges.",PC,88.0,10.0,Generally favorable,70.0,12,Mixed or average,88,Julia Minamata,Julia Minamata
1300518510,Horizon Forbidden West,2022-02-18,T,Open-World Action,"Join Aloy as she braves the Forbidden West – a majestic but dangerous frontier that conceals mysterious new threats. Explore distant lands, fight bigger and more awe-inspiring machines, and encounter astonishing new tribes as you return to the far-future, post-apocalyptic world of Horizon. The land is dying. Vicious storms and an unstoppable blight ravage the scattered remnants of humanity, while fearsome new machines prowl their borders. Life on Earth is hurtling towards another extinction, and no one knows why. It's up to Aloy to uncover the secrets behind these threats and restore order and balance to the world. Along the way, she must reunite with old friends, forge alliances with warring new factions and unravel the legacy of the ancient past – all the while trying to stay one step ahead of a seemingly undefeatable new enemy.","PlayStation 5,PlayStation 4",88.0,127.0,Generally favorable,80.0,11311,Generally favorable,"88,83",Guerrilla,"PlayStation Studios,Sony Interactive Entertainment"
1300501986,Deathloop,2021-09-14,M,FPS,"If at first you don't succeed Die, Die Again. From the team at Arkane Lyon comes an innovative take on first-person action. ""DEATHLOOP"" transports players to the lawless island of Blackreef in an eternal struggle between two extraordinary assassins. Explore stunning environments and meticulously designed levels in an immersive gameplay experience that lets you approach every situation any way you like. Hunt down targets all over the island in an effort to put an end to the cycle once and for all, and remember, if at first you don't succeed die, die again.","PC,PlayStation 5,Xbox Series X",88.0,109.0,Generally favorable,68.0,1835,Mixed or average,"87,88,89",Arkane Studios,Bethesda Softworks
1300595971,The Talos Principle 2,2023-11-02,,First-Person Adventure,"The Talos Principle 2 is a thought-provoking first-person puzzle experience that greatly expands on the first game's philosophical themes and stunning environments with increasingly mind-bending challenges.

Born into a new world where biological humanity is extinct but human culture lives on in a city of robots, you find yourself swept up in a mind-bending adventure involving a mysterious megastructure hiding enormous powers.

The more you discover, the more you will be confronted with questions about the nature of the cosmos and the purpose of civilization. The broken promise of a better tomorrow, the fear of repeating humankind's mistakes, faith in reason or renouncing humanity altogether - the choices you make and the sides you take will determine the course of events.","Xbox Series X,PlayStation 5,PC",88.0,46.0,Generally favorable,86.0,181,Generally favorable,"85,90,88",Croteam,Devolver Digital
1300632931,KILL KNIGHT,2024-10-02,,Top-Down Shoot-'Em-Up," KILL KNIGHT is an ultra-responsive arcade-inspired isometric action shooter. Condemned to eternal sufferance, deep within the voids of an eldritch arena, you must wield an arsenal of devastating weaponry to obliterate swarms of otherworldly horrors - and MASTER THE DEMON WITHIN. ","PC,PlayStation 5",88.0,8.0,Generally favorable,77.0,64,Generally favorable,"88,82",PlaySide Studios,PlaySide Studios
1300538369,Metroid Dread,2021-10-08,T,Metroidvania,"Join intergalactic bounty hunter Samus Aran in her first new 2D Metroid™ story in 19 years. Samus’ story continues after the events of the Metroid™ Fusion game when she descends upon planet ZDR to investigate a mysterious transmission sent to the Galactic Federation. The remote planet has become overrun by vicious alien lifeforms and chilling mechanical menaces. Samus is more agile and capable than ever, but can she overcome the inhuman threat stalking the depths of ZDR?

Face off against unrelenting E.M.M.I. robots

Once DNA-extracting research machines, the imposing E.M.M.I. are now hunting Samus down. Tensions are high as you evade these E.M.M.I. to avoid a cruel death while finding a way to take them down. Find out what turned these robotic wonders into the scourge of ZDR and escape with your life.

Feel Samus’ power grow as you gain maneuvers and abilities

Acquire new and familiar abilities as you traverse the many environments of this dangerous world. Parkour over obstacles, slide through tight spaces, counter enemies, and battle your way through the planet. Return to areas and use your new abilities to find upgrades, alternate paths, and a way forward. Explore the sprawling map, evade and destroy E.M.M.I. robots, and overcome the dread plaguing ZDR.
",Nintendo Switch,88.0,124.0,Generally favorable,88.0,3097,Generally favorable,88,"Nintendo,Mercury Steam",Nintendo
1300573699,Shogun Showdown,2024-09-05,,Card Battle,"Shogun Showdown is a turn-based combat game with rogue-like and deck-building elements. Position yourself and attack at the right time, upgrade your tiles and combo them to get ready to face the Shogun!
",PC,88.0,8.0,Generally favorable,84.0,31,Generally favorable,88,Roboatino,Goblinz Studio
1300619100,God of War: Ragnarok - Valhalla,2023-12-12,,Action Adventure,"God of War Ragnarök: Valhalla will be an epilogue to the events of God of War Ragnarök that follows Kratos on a deeply personal and reflective journey.

Set after the decisive battle against Odin and Atreus' departure, Kratos has seen a path for himself that he never thought possible before. Brought to the mysterious shores of Valhalla accompanied only by Mimir, Kratos will enter its unknown depths to overcome trials within himself and face echoes of his past.",PlayStation 5,88.0,9.0,Generally favorable,84.0,865,Generally favorable,88,SCE Santa Monica,PlayStation Studios
1300523824,Monster Hunter Rise,2021-03-26,T,Action RPG,"Rise to the challenge and join the hunt. The action-RPG series returns to the Nintendo Switch! Set in the ninja-inspired land of Kamura Village, explore lush ecosystems and battle fearsome monsters to become the ultimate hunter. It's been half a century since the last calamity struck, but a terrifying new monster has reared its head and threatens to plunge the land into chaos once again.

Hunt solo or in a party with friends to earn rewards that you can use to craft a huge variety of weapons and armor. Brand new gameplay systems such as the high-flying 'Wire Action' and your canine companion 'Palamute' will add exciting new layers to the already robust combat that Monster Hunter is known for.

Whether it's at home, on the go, online or offline - you'll always be ready for your next hunt on the Nintendo Switch!","Nintendo Switch,PC,PlayStation 5,Xbox Series X",88.0,122.0,Generally favorable,85.0,1115,Generally favorable,"88,86,87,87",Capcom,Capcom
1300609777,Paper Mario: The Thousand-Year Door,2024-05-23,E,JRPG,"The Nintendo GameCube classic Paper Mario: The Thousand-Year Door returns with updated graphics on Nintendo Switch! Join Mario and friends in an RPG adventure to discover the legendary treasure behind the ancient Thousand-Year Door. Will Mario complete his papery quest, or will he crumple under the pressure?",Nintendo Switch,88.0,106.0,Generally favorable,87.0,804,Generally favorable,88,Intelligent Systems,Nintendo
1300609795,Resident Evil 4: Separate Ways,2023-09-21,,Survival,"Separate Ways tells the story of Ada Wong and her parallel journey through the events of Resident Evil 4, filling in unanswered questions from the main story. The full story will be revealed as you view both sides of events from both Ada and Leon’s viewpoints.","PlayStation 5,Xbox Series X,PC",88.0,40.0,Generally favorable,89.0,467,Generally favorable,"88,89,89",Capcom,Capcom
1300486984,DOOM Eternal,2020-03-20,M,FPS,"DOOM Eternal is the direct sequel to 2016's DOOM. Developed by id Software, DOOM Eternal delivers the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. As the DOOM Slayer, you’ll return to take your vengeance against the forces of Hell. Set to an all-new pulse-pounding soundtrack composed by Mick Gordon, you fight across dimensions as you slay new and classic demons with powerful new weapons and abilities. [Bethesda]","PlayStation 4,Xbox One,PC,Nintendo Switch",88.0,61.0,Generally favorable,86.0,5578,Generally favorable,"87,88,88,80",id Software,Bethesda Softworks
1300578831,HYPER DEMON,2022-09-19,,Action,,PC,88.0,6.0,Generally favorable,74.0,27,Mixed or average,88,Sorath,Sorath
1300597061,Mullet MadJack,2024-05-15,,FPS, MULLET MADJACK is a single-player fast-paced FPS that brings you directly inside a CLASSIC ANIME. Power up your character and reach the last floor; Beat your best time or try again. Haste makes waste… OF YOUR ENEMIES! ,PC,88.0,23.0,Generally favorable,82.0,101,Generally favorable,88,HAMMER95,HAMMER95
