id,title,releaseDate,rating,genres,description,platforms,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,platform_metascores,developer,publisher
1300518503,Astro's Playroom,2020-11-12,E10+,3D Platformer,"Astro and his crew lead you on a magical introduction through PS5 in this fun platformer that comes pre-loaded on PS5. Explore four worlds, each based on PS5’s console components. Each area showcases innovative gameplay that taps into the new features of the PS5’s DualSense wireless controller.",PlayStation 5,83.0,69.0,Generally favorable,90.0,2245,Universal acclaim,83,"Team Asobi,Team Asobi",Sony Interactive Entertainment
1300500093,Persona 5 Strikers,2021-02-19,M,Action RPG,"The sequel to the international smash-hit Persona 5 (3.2 million copies world-wide) is now available as the series' first action RPG! Featuring an all-new story set up half a year after the events of P5! 

Travel Japan! 
Following the events of P5, the Phantom Thieves of Hearts gather once more during their summer break to solve the mystery behind new change of heart cases that are occurring all over Japan! 

Persona 5 is now an action RPG!
The new action battle system makes hitting enemy weak points to activate a 1 More or All-Out Attack, which fans have come to love, even easier!

You can even use Baton Pass to play as other characters!
In the newly introduced Jails, you can switch controls between characters at any time! Clear the game with style by using different characters in unique situations!
 
New character! 
Who is this new mysterious girl you meet in the Shibuya of the other world? Find out as she fights alongside you as the newest member of the Phantom Thieves of Hearts!","Nintendo Switch,PlayStation 4,PC",83.0,73.0,Generally favorable,78.0,624,Generally favorable,"81,83,76","Omega Force,P-Studio","SEGA,Atlus"
1300603950,Red Dead Redemption and Undead Nightmare,2023-08-17,M,Open-World Action,"Red Dead Redemption: When federal agents threaten his family, former outlaw John Marston is forced to hunt down the gang of criminals he once called friends. Step into the events immediately following the 2018 blockbuster, Red Dead Redemption 2, in the critically acclaimed tale of Marston’s journey to bury his blood-stained past, one man at a time. Undead Nightmare: When former outlaw John Marston wakes up at his farmhouse, he finds a world gone insane: overnight, deranged hordes have overrun the towns and outposts of the American frontier. In a desperate attempt to save his family, Marston must traverse a world torn apart by chaos and disorder, using every skill he has to survive long enough to find a cure.","PlayStation 4,Nintendo Switch",83.0,23.0,Generally favorable,61.0,378,Mixed or average,"78,83",Double Eleven,"Rockstar Games,Take-Two Interactive"
1300625864,EA Sports College Football 25,2024-07-19,E,Football Sim,In EA SPORTS™ College Football 25 experience explosive gameplay variety across 134 FBS schools and immerse yourself in the iconic atmospheres of college football as you chase college greatness.,"PlayStation 5,Xbox Series X",83.0,23.0,Generally favorable,54.0,287,Mixed or average,"83,80",Electronic Arts,Electronic Arts
1300580696,Anno 1800 Console Edition,2023-03-16,T,Management,"Welcome to the 19th century, a time of industrialization, diplomacy, and discovery.

Rich with technological innovations, conspiracies, and changing allegiances, this era presents the perfect setting for classic Anno gameplay. Anno 1800 provides players ample opportunity to prove their skills as a ruler as they create huge metropolises, plan efficient logistic networks, settle an exotic new continent, send out expeditions around the globe, and dominate their opponents by diplomacy, trade, or warfare.","PlayStation 5,Xbox Series X",83.0,11.0,Generally favorable,69.0,60,Mixed or average,"83,78",Ubisoft Blue Byte,Ubisoft
1300507935,MLB The Show 20,2020-03-13,E,Baseball Sim,Run the table and rake in rewards with brand new mode “Showdown”. A new experience and updates throughout DD make Diamond Dynasty the best version yet.,PlayStation 4,83.0,39.0,Generally favorable,68.0,163,Mixed or average,83,SCEA San Diego Studios,Sony Interactive Entertainment
1300538103,Two Point Campus,2022-08-09,T,Tycoon,"Build the university of your dreams with Two Point Campus, the sim with a twist from the makers of Two Point Hospital. Build, hire staff and run an academic institution packed with wild courses. Rather than typical academic fare, students in Two Point County enjoy a range of wild and wonderful courses: from Knight School (hey, we all have to learn jousting at some point in our lives), to the salivatory Gastronomy, where your students will build mouth-watering concoctions like giant pizzas and enormous pies.

Get to know your students, explore their individual personalities, wants and needs. Keep them happy with clubs, societies, gigs. Surround them with friends, help them develop relationships, furnish them with pastoral care and ensure they have the right amount of joie de vivre to develop into incredible individuals who will do the legacy of your university proud.","PC,Nintendo Switch,PlayStation 5,Xbox Series X",83.0,66.0,Generally favorable,72.0,68,Mixed or average,"83,87,82,84",Two Point Studios,SEGA
1300593002,Total War: WARHAMMER III - Forge of the Chaos Dwarfs,2023-04-13,,Real-Time Tactics,"The Forge of the Chaos Dwarfs campaign pack introduces a new brutal race, the Chaos Dwarfs, into Total War: WARHAMMER III, usable in both the Realm of Chaos and Immortal Empires campaigns. Expand, exploit, and dominate the Warhammer world as Astragoth Ironhand, Drazhoath the Ashen, and Zhatan the Black, collectively boasting unique campaign mechanics, objectives, and units that only the evil minds of the Chaos Dwarfs could forge. With their own frightful agenda to pursue, they do not engage with the Ursun storyline in the Realm of Chaos campaign.


• Burn it all down as 3 new Legendary Lords: Astragoth Ironhand, Drazhoath the Ashen, and Zhatan the Black.
• Recruit Gorduz Backstabber to sneak behind your foes as the newest Legendary Hero.
• Master chaotic magic with the all-new Lore of Hashut. Strike foes down with Hell Hammer or set them ablaze with Burning Wrath.
• Construct the Great Drill of Hashut to break open Hashut’s domain and siphon his blood for cataclysmic powers.
• Co-operate with your fellow Chaos Dwarfs to obtain District rewards in the Tower of Zharr or usurp others for their Seats in your quest for supremacy.
• Command a comprehensive army roster of over 26 new units, featuring the baleful Chaos Dwarf war machine trains and the new K’daai Destroyers, alongside some of the Old World’s cruellest infernal warriors. ",PC,83.0,9.0,Generally favorable,70.0,35,Mixed or average,83,Creative Assembly,SEGA
1300005520,Sonic the Hedgehog 2,2020-02-20,E,2D Platformer,"[Xbox Live Arcade]  With his new Super Spin Dash and ""Tails"" the Fox, Sonic is back and better than ever in Sonic The Hedgehog 2. Defy gravity in hair-raising loop-de-loops, bounce like a pinball and race like lightning. Play against friends at home or against others over Xbox Live in this classic game. Enhanced graphics and sound: The game stays true to the original, but takes full advantage of high-definition graphics, with enhanced sound effects. Achievements and leaderboards: Take on the challenge of new achievements to conquer, and use the leaderboards to compare scores among friends and the rest of the Xbox LIVE world. Play with a friend at home, or go online and play Sonic and Tails with the world at large. [SEGA]","3DS,Nintendo Switch,Xbox 360,iOS (iPhone/iPad)",83.0,15.0,Generally favorable,81.0,114,Generally favorable,"87,83,82,60",M2,SEGA
1300513983,Command & Conquer Remastered Collection,2020-06-05,T,Compilation,"Command & Conquer and Red Alert are both remastered in 4K by the former Westwood Studios team members. Includes all 3 expansions, rebuilt multiplayer, a modernized UI, Map Editor, bonus footage gallery, and over 7 hours of remastered music.",PC,82.0,58.0,Generally favorable,87.0,304,Generally favorable,82,Petroglyph,Electronic Arts
1300595968,Helldivers 2,2024-02-08,M,Third Person Shooter,"Freedom. Peace. Managed Democracy. Your Super Earth-born rights. The key pillars of our civilization. These are under attack from deadly alien civilizations, conspiring to destroy the Super Earth and its values.

You'll step into the boots of an elite class of soldiers whose mission is to spread peace, liberty, and Managed Democracy using the biggest, baddest, and most explosive tools in the galaxy. Team up with up to four friends and wreak havoc on the alien scourge that threatens the safety of your home, Super Earth.

The Helldivers must take on the role of galactic peacekeepers in this Galactic War and protect their home planet, spread the message of Democracy, and liberate the hostiles by force.","PlayStation 5,PC",82.0,67.0,Generally favorable,74.0,2455,Mixed or average,"82,83",Arrowhead Game Studios,"Sony Interactive Entertainment,PlayStation Studios"
1300637658,Call of Duty: Black Ops 6,2024-10-25,M,Tactical FPS,"Developed by Treyarch and Raven Software, Call of Duty: Black Ops 6 is a spy action thriller set in the early 1990s, a period of transition and upheaval in global politics, characterized by the end of the Cold War and the rise of the United States as a single superpower. With a mind-bending narrative, and unbound by the rules of engagement, this is signature Black Ops.
Initial Intel: Campaign: The Black Ops 6 Campaign takes players to a new point in time – the early 1990s. In true Black Ops fashion, the fictional story builds on the history of the time, thrusting you into a strange and clandestine conspiracy where a shadowy force has infiltrated the U.S. government. Anyone who resists is branded as a traitor, forcing players to go rogue for the first time to fight the very machine that created them. Nothing is what it seems, and the truth may be hard to fathom, drawing you ever deeper into intrigue, distrust, and mind-bending psychological revelations. This is true, signature Black Ops style.

Initial Intel: Multiplayer: Offering a massive amount of content at launch, expect 16 brand new Multiplayer maps on Day One, including 12 Core 6v6 maps and four small-sized Strike maps, the latter of which are unique, stand-alone locations designed to be played in 2v2 or Face Off 6v6 matches. Multiplayer is also where you’ll test your skills and learn how to move like an action hero, with innovations like Omnimovement – allowing you to sprint, slide and dive in any direction – as well as Intelligent Movement (sprinting, mantling, and crouch assists allowing you to focus on achieving incredible and complex maneuvers with ease), increased enemy hit zones, an incredible lineup of gear, HUD optimizations, and the return of Theater Mode and Classic Prestige!
All designed to ensure this game is the ultimate Black Ops Multiplayer experience.

Initial Intel: Round-Based Zombies: Black Ops 6 also marks the epic return of Round-Based Zombies, the fan-favorite mode where players will take down hordes of the undead. Expect two brand-new maps at launch, and an impressive number of secrets to discover. ","Xbox Series X,PC,PlayStation 5",82.0,63.0,Generally favorable,65.0,1531,Mixed or average,"83,83,82",Treyarch,"Activision,Microsoft Game Studios"
1300536274,Lost Judgment,2021-09-21,M,Open-World Action,"SEIZE THE TRUTH - December 2021, Tokyo district court. Akihiro Ehara stands accused of groping a woman on a crowded train. A bystander’s video footage of his attempt to flee the scene and subsequent apprehension is all over the news, and public outcry demands a maximum sentence. “Three days ago, a dead body was found in an abandoned building in Yokohama. Have you identified it yet?” he proclaims as confusion cuts through the court room. His defense lawyer, Saori Shirosaki, has no doubt that crucial details of the situation have been overlooked, as Ehara was not even tried for the murder. She contacts detective Takayuki Yagami to investigate this further.

How could Ehara have committed two crimes at once? Was the sexual battery just a cover up? Has Ehara gamed the entire justice system? As victims surface and Yagami digs farther into the truth, he is faced with a question: Defend the law, or enact justice?

From just a single stumble, one can become a monster…

BRINGING JUSTICE AT THE EDGE OF THE LAW

Put Yagami’s distinct martial arts forms to the test in order get to the bottom of the case. Harness the Crane, Tiger, and new Snake stance, a graceful style that can deflect and return an opponent’s strikes, using their energy against them.

EVERYONE’S GOT A STORY

Employ Yagami’s arsenal of detective tricks with new gadgets, stealthily tracking suspects, and crafty methods of infiltration. Leave no stone unturned in pursuit of the truth as you take on cases in both Tokyo and Yokohama.
","PlayStation 5,PlayStation 4,Xbox Series X,PC",82.0,80.0,Generally favorable,85.0,354,Generally favorable,"82,83,80,84",Ryu ga Gotoku Studios,SEGA
1300623103,Hatsune Miku: Project Diva MegaMix+,2022-05-26,T,Rhythm,"Take the stage! The hit rhythm game series returns with exciting new features:

- Mix it up and choose from two playable modes: traditional button control-based Arcade Mode or the new motion control-based Mix Mode. Featuring fan-favorite classics and new hits, choose from over 100 songs for endless rhythm fun!
- Take advantage of new customization features! Choose from over 300 costumes, and design custom T-shirts in the new T-shirt editor.
- Create playlists for your favorite music videos!

No matter where or when, her music will be sure to reach your heart!",PC,82.0,14.0,Generally favorable,80.0,24,Generally favorable,82,SEGA AM2,SEGA
1300485960,Yakuza 5 Remastered,2020-02-11,M,Open-World Action,"The legendary dragon returns to the criminal underworld of Yakuza. Kazuma Kiryu, once known as the Dragon of Dojima, was living a quiet life as a taxi driver in Hakata after severing all his ties with the underworld.  However, at the dawn of the bloody war between the Tojo Clan and the Omi Alliance, Kazuma is forced to accept his inescapable fate and returns to a life filled with crime and violence to protect his loved ones.",PlayStation 4,82.0,7.0,Generally favorable,80.0,191,Generally favorable,82,Ryu ga Gotoku Studios,"SEGA,Limited Run Games"
1300592367,The Murder of Sonic the Hedgehog,2023-03-31,E,Visual Novel,"Sonic the Hedgehog...was murdered!? Get to the bottom of the mystery in this brand-new adventure!
",PC,82.0,10.0,Generally favorable,86.0,204,Generally favorable,82,SEGA,SEGA
1300590109,F1 23,2023-06-16,E,Auto Racing Sim,"Be the last to brake in EA SPORTS F1 23, the official video game of the 2023 FIA Formula One World Championship. A new chapter in the thrilling ""Braking Point"" story mode delivers high-speed drama and heated rivalries. Race wheel-to-wheel at new Las Vegas and Qatar circuits, and earn rewards and upgrades in F1 World. New Red Flags add an authentic strategic element, and the 35% Race Distance feature delivers more action and excitement. 

Drive updated 2023 cars with the official F1 lineup of your favorite 20 drivers and 10 teams. Create your dream team and race to win in My Team Career Mode, compete in split-screen or in the expanded cross-platform multiplayer, and be more social with new Racenet Leagues.","PC,Xbox Series X,PlayStation 5",82.0,38.0,Generally favorable,61.0,167,Mixed or average,"81,84,82",Codemasters,Electronic Arts
1300514204,Shadowverse: Champion's Battle,2021-08-10,T,Card Battle,"The anime version of the hit strategic multiplayer mobile/PC card battle game Shadowverse is coming to the Nintendo Switch as an exciting new card battle RPG. Players will meet a fun cast of characters and duke it out in intense card battles. Experienced Shadowverse players will be able to seamlessly transition into the game as card battle rules are exactly the same as the original game they know and love, but new players will have no problem picking up and playing this beginner-friendly game as well! The game's card library boasts cards from the first three sets of the mobile/PC game, as well as brand new cards unique to this title, allowing players to create completely original strategies. Also new to the Switch version are special, deluxe battle animations.",Nintendo Switch,82.0,18.0,Generally favorable,82.0,34,Generally favorable,82,Cygames,"XSEED Games,Cygames,Marvelous Europe,SEGA"
1300516673,The Sims 4: Eco Lifestyle,2020-06-05,T,Virtual Life,"Ready for your Sims to impact their world? Move into a community of fellow collaborative makers in The Sims 4 Eco Lifestyle Expansion Pack!* Play to change and make a difference in the new world of Evergreen Harbor. Help your new neighbors decide on a Community Space Project, reduce your eco footprint, and watch your neighborhood transform. You’ll be surprised by what happens when your Sims start making the rules. [EA]",PC,82.0,10.0,Generally favorable,37.0,30,Generally unfavorable,82,Maxis,Electronic Arts
1300514575,Borderlands Legendary Collection,2020-05-29,M,Compilation,"Get three times the mayhem, three times the loot, and three times the action with the Borderlands Legendary Collection! Kill bandits and beasts, collect powerful weaponry, and maybe even save the universe in Borderlands: Game of the Year Edition, Borderlands 2, and Borderlands: The Pre-Sequel, along with piles of bonus add-on content for each game, adding 100+ hours of gameplay at an incredible value.

* Enjoy all three games solo or cooperatively with local two-player split-screen or four-player online play

* Borderlands: Game of the Year Edition - Discover the co-op shooter-looter that started it all, crammed with content and enhancements! Equip bazillions of guns as one of four trigger-happy mercenaries, each with unique RPG skills. Take on the lawless desolate planet Pandora in pursuit of powerful alien technology rumored to be inside an ancient Vault.

* Borderlands 2 - Play as one of six vault hunters attempting to liberate Pandora from evil mastermind and corporate CEO Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in a relentless quest for revenge and redemption.

* Borderlands: The Pre-Sequel - Discover the story behind Borderlands 2 villain, Handsome Jack, and his rise to power. Set between the events of Borderlands and Borderlands 2, The Pre-Sequel gives you a whole lotta new gameplay and features the genre-blending fusion of shooter and RPG mechanics that players have come to love. 

The Borderlands Legendary Collection versions of Borderlands: Game of the Year Edition, Borderlands 2, and Borderlands: The Pre-Sequel come complete with loads of extra content, including the following major add-ons:

Borderlands: Game of the Year Edition
- The Zombie Island of Dr. Ned
- Mad Moxxi's Underdome Riot
- The Secret Armory of General Knoxx
- Claptrap's New Robot Revolution

Borderlands 2
- Captain Scarlett and Her Pirate's Booty
- Mr. Torgue's Campaign of Carnage
- Sir Hammerlock's Big Game Hunt
- Tiny Tina's Assault on Dragon Keep
- Mechromancer Pack (play as Gaige)
- Psycho Pack (play as Krieg)

Borderlands: The Pre-Sequel
- Claptastic Voyage
- The Holodome Onslaught
- Baroness Pack (play as Aurelia)
- Handsome Jack Doppelganger Pack (play as ""Jack"")",Nintendo Switch,82.0,36.0,Generally favorable,81.0,91,Generally favorable,82,Turn Me Up Games,"2K Games,Take-Two Interactive"
1300505577,Little Nightmares II,2021-02-11,T,Linear Action Adventure,"Little Nightmares II is a suspense-adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by a mysterious transmission from a distant signal tower. With Six, the girl in a yellow raincoat, Mono sets out to discover the dark secrets of The Signal Tower and save Six from her terrible fate; but their journey will not be easy as Mono and Six will face an array of new threats from the terrible residents of this world. Will you dare face this collection of new, little nightmares? PLAY A DARK, THRILLING, SUSPENSE ADVENTURE: A host of brand-new residents lie in wait to haunt your steps and disturb your sleep. Outsmart the sadistic teacher, survive the bloodthirsty hunter and flee from many more terrifying characters, as Mono and Six journey through this world together. DISCOVER A FANTASTICAL WORLD CORRUPTED BY THE SIGNAL TOWER: Escape a world that’s rotten from the inside. Your journey will take you from creepy woodlands to sinister schools on your way to the dreadful Signal Tower. Find the source of the evil that spreads through the TV screens of the world. AWAKEN YOUR INNER CHILD TO SAVE SIX FROM THE DARKNESS: Six is fading from this world, and her only hope is to journey with Mono to find what has afflicted her from the Signal Tower. In this world of unknown terrors, you are her only beacon of hope. Can you gather up the courage to fend off your tormenters, and work with Six to make sense of The Signal Tower? ","Nintendo Switch,PlayStation 4,PC,Xbox One",82.0,69.0,Generally favorable,83.0,732,Generally favorable,"82,82,83,79",Tarsier Studios,"Bandai Namco Games,Embracer Group"
1300615607,Remnant II: The Awakened King,2023-11-14,,Third Person Shooter,"The One True King has awakened and is out for blood. Corrupted by the Root during his near-death slumber, the mad king sees betrayal at every turn and is on a rampage of revenge.
 
Uncover the secrets behind The One True King by exploring a mysterious new area within the world of Losomn. Traverse new dungeons, acquire powerful equipment, meet unexpected allies, and face new threats in their adventure to reach The One True King and defeat him once and for all.","PlayStation 5,PC",82.0,10.0,Generally favorable,72.0,41,Mixed or average,"71,82",Gunfire Games,"Gearbox Publishing,Embracer Group"
1300587716,MLB The Show 23,2023-03-24,E,Baseball Sim,"MLB® The Show™ 23 gets you closer than ever to living your Baseball dreams on the diamond. Shock The Game and Own The Show™ with your favorite players, your favorite rivalries, and all your favorite MLB® moments.","PlayStation 5,Xbox Series X,Nintendo Switch",82.0,32.0,Generally favorable,63.0,68,Mixed or average,"82,84,83",San Diego Studio,Sony Interactive Entertainment
1300591422,The Sims 4: Growing Together,2023-03-16,T,Virtual Life,"Browse this pack’s content and get inspired by more fashion, furniture, hairstyles, and décor. Imagine what you’ll make next!",PC,82.0,9.0,Generally favorable,66.0,16,Mixed or average,82,Maxis,Electronic Arts
1300494296,Dragon Age: The Veilguard,2024-10-31,M,Western RPG,"Unite the Veilguard and defy the gods in Dragon Age: The Veilguard, an immersive single-player RPG where you become the leader others believe in. When a pair of corrupt ancient gods break free from centuries of darkness, the vibrant land of Thedas needs someone they can count on. Rise as Rook, Dragon Age’s newest hero. Be who you want to be and play how you want to play as you fight back and lead your team of 7 companions, each with their own rich story. Together, you will become The Veilguard. ","PC,PlayStation 5,Xbox Series X",82.0,73.0,Generally favorable,39.0,7949,Generally unfavorable,"76,82,85",BioWare,Electronic Arts
1300587079,WWE 2K23,2023-03-14,T,Wrestling,"Expanded features, gorgeous graphics, and the ultimate WWE experience. Hit the ring with a deep roster of WWE Superstars and Legends including Roman Reigns, ""American Nightmare"" Cody Rhodes, Ronda Rousey, Brock Lesnar, ""Stone Cold"" Steve Austin and more!

2K SHOWCASE: INTERACTIVE SPORTS DOCUMENTARY
Play through the key moments and toughest opponents of John Cena’s storied 20-year WWE career. And in a franchise-first, take on the role of each marquee opponent - some of WWE’s greatest of all time - as you aim to take down Mr. Hustle, Loyalty, and Respect.

IT’S WARGAMES
The fan-favorite action-packed WarGames makes its debut in WWE 2K23 and delivers heart-pounding 3v3 and 4v4 multiplayer mayhem inside two side-by-side rings, surrounded by a double-steel cage!

YOUR SHOW, YOUR CHOICES
With MyGM, take the reins of a weekly show and compete against rival general managers for brand supremacy. Now featuring more GMs to choose from, additional show options, multiple seasons, expanded match cards, and more match types for up to 4 players.

YOU HOLD ALL THE CARDS
Collect and upgrade cards of WWE Superstars and Legends to build the ultimate faction and compete for global dominance in MyFACTION, now featuring online multiplayer!

DEFINE YOUR FUTURE IN MyRISE
Walk through the curtains for your WWE debut and shape your career as a WWE Superstar with the decisions you make along the way through distinct storylines - The Lock and The Legacy.","PlayStation 5,Xbox Series X,PC",82.0,59.0,Generally favorable,71.0,208,Mixed or average,"82,81,79",Visual Concepts,"2K Games,Take-Two Interactive"
1300584036,Horizon Forbidden West: Burning Shores,2023-04-19,T,Open-World Action,"Travel beyond the Forbidden West as Aloy’s story continues. Encounter new machines and a compelling new story. South of the Tenakth Clan Lands, millennia of volcanic eruptions and violent seismic activity have carved the ruins of Los Angeles into a treacherous archipelago.  Experience the next chapter of Horizon Forbidden West as Aloy pursues a sinister new threat to the planet, hidden among these dangerous, untamed wilds.  The Burning Shores DLC contains additional content for Horizon Forbidden West, including new characters and experiences in a stunning yet hazardous new area.  To enter the Burning Shores, you must complete the main quest (up to and including Singularity) in the PS5 version of Horizon Forbidden West. Following the main quest, the player will receive a call over Aloy’s Focus, beginning the DLC.",PlayStation 5,81.0,73.0,Generally favorable,46.0,2825,Generally unfavorable,81,Guerrilla,Sony Interactive Entertainment
1300532563,Star Wars Pinball VR,2021-04-29,,Pinball,"For the first time ever, Star Wars Pinball surrounds us in virtual reality! Star Wars Pinball VR collects 8 AMAZING TABLES:

The Mandalorian 
Star Wars Episode IV: A New Hope 
Star Wars Episode V: The Empire Strikes Back 
Star Wars Episode VI: Return of the Jedi 
Rogue One: A Star Wars Story
Star Wars Rebels
Masters of the Force
Classic Collectibles
 
The fully customizable FAN CAVE houses your ""virtual"" pinball table and items you earn. 

TOTAL IMMERSION MODE allows you to experience everything at table level. 

360-DEGREE MINIGAMES surround you with iconic Star Wars set pieces.","PC,PlayStation 4",81.0,12.0,Generally favorable,68.0,4,Mixed or average,"81,81",Zen Studios,"Zen Studios,Embracer Group"
1300622690,WWE 2K24,2024-03-08,T,Wrestling,"Experience WWE 2K24’s bevy of spectacular modes, which includes a tribute to WrestleMania in 2K Showcase of the Immortals, MyRISE, MyFACTION, MyGM, and all-new match types like Guest Referee and Gauntlet.","Xbox Series X,PlayStation 5,PC",81.0,63.0,Generally favorable,66.0,199,Mixed or average,"83,81,78",Visual Concepts,"2K Games,Take-Two Interactive"
1300664495,WWE 2K25,2025-03-14,T,Wrestling,"WWE 2K returns bigger, bolder, and better than ever in a breakthrough year for the franchise!

We're preparing to charge down the ramp with game-changing features, iconic Superstars and all the authenticity and action fans love from the best in sports entertainment.","PlayStation 5,Xbox Series X",81.0,20.0,Generally favorable,0.0,0,,"81,84",Visual Concepts,"2K Games,Take-Two Interactive"
1300553286,Have a Nice Death,2023-03-22,,2D Platformer,"Have a Nice Death is a 2D action roguelike where you play as an overworked Death, whose employees have run rampant, completely throwing off the balance of souls - and his vacation plans. In order to restore order, you'll have to grab your trusty scythe and show your employees who's boss. 

Since Death can't die, use what you've learned and earned to overcome the numerous minions and bosses in each department of Death Incorporated... over and over. A performance review after every run guarantees that you'll unlock interesting items and upgrades that will help you progress on your journey.","PC,Nintendo Switch,PlayStation 5",81.0,26.0,Generally favorable,74.0,87,Mixed or average,"81,78,77",Magic Design Studios,"Gearbox Publishing,Embracer Group"
1300502034,Immortals Fenyx Rising,2020-12-03,T,Open-World Action,"[Formerly titled 'Gods & Monsters'] Play as Fenyx, a new winged demigod, on a quest to save the Greek gods and their home from a dark curse. Take on mythological beasts, master the legendary powers of the gods, and defeat Typhon, the deadliest Titan in Greek mythology, in an epic fight for the ages.","PC,Xbox One,Nintendo Switch,PlayStation 5,Xbox Series X",81.0,53.0,Generally favorable,77.0,526,Generally favorable,"79,76,78,77,81",Ubisoft Quebec,Ubisoft
1300539761,Company of Heroes 3,2023-02-23,M,Real-Time Strategy,"Bigger and better than ever, Company of Heroes 3 combines heart-pounding combat with deeper strategic choices in a stunning Mediterranean theatre of war. ​In Company of Heroes 3, every battle tells a story...what's yours?
","PC,Xbox Series X,PlayStation 5",81.0,63.0,Generally favorable,59.0,204,Mixed or average,"81,79,70",Relic Entertainment,SEGA
1300196032,Like a Dragon: Ishin!,2023-02-21,M,Open-World Action,"1860s Kyo is plagued by widespread inequality, and one samurai will change the course of history in his search for justice. Take up the sword of Sakamoto Ryoma and venture to Kyoto to find your father’s killer, clear yourself of a framed murder, and restore your honor. In doing so, you will bring an end to the samurai era and forever change the future of Japan. Draw your blade, load your revolver, and join the revolution in this heated historical adventure that only the creators of Yakuza: Like a Dragon could produce. ","PlayStation 4,PlayStation 5,PC,Xbox Series X",81.0,77.0,Generally favorable,75.0,199,Generally favorable,"80,81,80,79",Ryu ga Gotoku Studios,SEGA
1300499254,Stellar Blade,2024-04-26,M,Action Adventure,"Save humanity from extinction in this electrifying story-driven action adventure, made by Korean developer Shift Up, exclusively for PlayStation 5.

Experience blistering combat and a twisting storyline as you unravel the mysteries of Earth's downfall.",PlayStation 5,81.0,134.0,Generally favorable,92.0,7204,Universal acclaim,81,SHIFT UP Corporation,"Sony Interactive Entertainment,SHIFT UP Corporation"
1300501987,Fall Guys,2020-08-04,E,Party, Fall Guys is a massively multiplayer party game with up to 60 players online in a free-for-all struggle through round after round of escalating chaos until one victor remains.,"PlayStation 4,PC",81.0,52.0,Generally favorable,68.0,1511,Mixed or average,"81,80",Mediatonic,"Devolver Digital,Epic Games"
1300569353,Eyes in the Dark: The Curious Case of One Victoria Bloom,2022-07-14,E10+,2D Platformer,"Fight with light against the dark in this ""roguelight"" platformer starring Victoria Bloom. Drive back the darkness that's overrun Bloom Manor and conquer swarms of creatures as you discover powerful new items to upgrade your arsenal. Are you ready to enter the ever-changing manor?",PC,81.0,15.0,Generally favorable,80.0,5,Generally favorable,81,Under the Stairs,"Gearbox Publishing,Embracer Group"
1300486970,Gears Tactics,2020-04-28,M,Turn-Based Tactics,"Gears Tactics is the fast-paced, turn-based strategy game from one of the most-acclaimed video game franchises – Gears of War. Outnumbered and fighting for survival, recruit and command your squad to hunt down an evil mastermind who makes monsters.","PC,Xbox Series X",80.0,92.0,Generally favorable,78.0,545,Generally favorable,"80,82",Splash Damage,Microsoft Game Studios
1300539342,The Sims 4: Cottage Living,2021-07-22,T,Virtual Life,"Delight in the quaint charm of The Sims™ 4 Cottage Living Expansion Pack* with animal friends, garden-to-table meals, and a close-knit community. ",PC,80.0,14.0,Generally favorable,65.0,12,Mixed or average,80,Maxis,Electronic Arts
1300516185,Assassin's Creed Valhalla,2020-11-10,M,Open-World Action,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]","PlayStation 4,Xbox One,Xbox Series X,PlayStation 5,PC",80.0,50.0,Generally favorable,60.0,3218,Mixed or average,"80,82,84,84,82",Ubisoft Montreal,Ubisoft
